nome,nicho,cidade,telefone,site,rating,qtd_reviews,score_oportunidade,motivo_abordagem,status,notas,mensagem_sugerida
"LUCIENE UNHAS SALÃO DE BELEZA E ESTÉTICA","salão de unhas","Franca, SP","","https://www.instagram.com/lucieneunhasebeleza/","4.8","30","40","so_rede_social","não contatado","","Oi! Vi o LUCIENE UNHAS SALÃO DE BELEZA E ESTÉTICA — 30 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Academia em Franca - Força em Movimento","academia","Franca, SP","(16) 99115-1014","https://www.instagram.com/forca_em_movimento_/","5","34","40","so_rede_social","não contatado","","Oi! Vi o Academia em Franca - Força em Movimento — 34 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Clínica de Estética Gabriela França","estética facial","Franca, SP","(16) 99108-8387","https://www.instagram.com/dragabifranca?igsh=a2F4MTh3aHcwcDdp&utm_source=qr","5","46","40","so_rede_social","não contatado","","Oi! Vi o Clínica de Estética Gabriela França — 46 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Studio Flávia Duarte","salão de unhas","Franca, SP","(16) 98833-1720","https://www.instagram.com/invites/contact/?i=1sk65zj6h5mx8&utm_content=22yrbxq","5","40","40","so_rede_social","não contatado","","Oi! Vi o Studio Flávia Duarte — 40 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"CRIS ANDRADE | Nail Designer","salão de unhas","Franca, SP","(16) 99967-8303","https://instagram.com/crisandrade.nail?igshid=YmMyMTA2M2Y=","5","40","40","so_rede_social","não contatado","","Oi! Vi o CRIS ANDRADE | Nail Designer — 40 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Academia Space Fitness","academia","Franca, SP","(16) 99987-1390","https://space-fitness.github.io/spacefitness/","4.9","14","40","poucas_reviews","não contatado","","Oi! Vi o Academia Space Fitness aqui em Franca, ótima nota (4.9⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Thalia Fernandes | Manicure em Itapema","salão de unhas","itapema","(47) 99691-6002","https://www.instagram.com/thaliiamanicure?igsh=MzhpaGVmd21lMjNk&utm_source=qr","5","43","40","so_rede_social","não contatado","","Oi! Vi o Thalia Fernandes | Manicure em Itapema — 43 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Daniela Designer de Unhas","salão de unhas","itapema","(47) 99226-2894","https://www.instagram.com/danielanail_santos/","4.9","30","40","so_rede_social","não contatado","","Oi! Vi o Daniela Designer de Unhas — 30 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Breck' Esmalteria / Nail designer & Alongamentos","salão de unhas","itapema","(47) 99134-4654","https://instagram.com/pri_unhas04?igshid=YmMyMTA2M2Y=","5","31","40","so_rede_social","não contatado","","Oi! Vi o Breck' Esmalteria / Nail designer & Alongamentos — 31 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Studio 041","salão de unhas","itapema","(41) 99847-5902","https://www.instagram.com/studio041__?igsh=aGViZ2F4dW5lM3My","5","45","40","so_rede_social","não contatado","","Oi! Vi o Studio 041 — 45 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Nico's Itapema","barbearia","itapema","(47) 99259-2267","https://www.instagram.com/_nicosbarbershop/","5","34","40","so_rede_social","não contatado","","Oi! Vi o Barbearia Nico's Itapema — 34 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"La Madre Barber Shop","barbearia","itapema","(47) 99261-1473","https://www.instagram.com/lamadrebarbershop/","5","30","40","so_rede_social","não contatado","","Oi! Vi o La Madre Barber Shop — 30 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia VIP Life Studio","barbearia","itapema","(47) 99657-5146","https://www.instagram.com/viplife_studio?igsh=NXd0ZXppNHpmdmJy&utm_source=qr","5","31","40","so_rede_social","não contatado","","Oi! Vi o Barbearia VIP Life Studio — 31 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Soraia Souza Estética Avançada Itapema","estética facial","itapema","","https://www.instagram.com/soraiasouzaestetica_itapema/","5","30","40","so_rede_social","não contatado","","Oi! Vi o Soraia Souza Estética Avançada Itapema — 30 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Fernanda Concolatto Estética Holística","estética facial","itapema","(47) 99944-5800","https://www.instagram.com/fer.esteticaholistica/","4.9","45","40","so_rede_social","não contatado","","Oi! Vi o Fernanda Concolatto Estética Holística — 45 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Maripet petshop e veterinária","pet shop","itapema","(47) 99646-6295","https://www.instagram.com/maripet_/","5","36","40","so_rede_social","não contatado","","Oi! Vi o Maripet petshop e veterinária — 36 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Litoral Pet","pet shop","itapema","(47) 2033-4610","https://www.litoralpet.com.br/","5","5","40","poucas_reviews","não contatado","","Oi! Vi o Litoral Pet aqui em Franca, ótima nota (5⭐) mas pouca gente avaliando ainda — isso é oportunidade perdida no Google. Ajudo negócios locais a aparecer mais e converter mais avaliação em cliente novo. Topa ver uma ideia rápida?"
"Canoa Açoriana Bar","Bares","itapema","(47) 98834-4207","https://linktr.ee/canoa301","4.8","36","40","so_rede_social","não contatado","","Oi! Vi o Canoa Açoriana Bar — 36 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Bigodini","barbearia","Ribeirão Preto, SP","(16) 99356-0345","http://facebook.com/barbeariabigodini","4.9","447","30","so_rede_social","não contatado","","Oi! Vi o Barbearia Bigodini — 447 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Yor Burger","hamburgueria","balneario camburiu , itajai , itapema","(47) 99991-7058","http://www.linktr.ee/yorburger","4.7","1892","30","so_rede_social","não contatado","","Oi! Vi o Yor Burger — 1892 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Jungle Hamburgueria","hamburgueria","balneario camburiu , itajai , itapema","(47) 99141-5491","https://www.instagram.com/jungle.burguer/","4.7","355","30","so_rede_social","não contatado","","Oi! Vi o Jungle Hamburgueria — 355 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Cintia Carla Nails ,especialista em alongamentos,manicure e pedicure Franca SP","salão de unhas","Franca, SP","(16) 99435-8532","https://www.instagram.com/cintiacarlanails?igsh=MXB5bXBscmR5Mm55Mg==","4.8","83","30","so_rede_social","não contatado","","Oi! Vi o Cintia Carla Nails ,especialista em alongamentos,manicure e pedicure Franca SP — 83 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Senhor Deva Barbearia","barbearia","Franca, SP","(16) 98158-0982","https://www.instagram.com/senhordevabarbearia?igsh=MTlsYThtMHp6M2YwNA==","4.9","70","30","so_rede_social","não contatado","","Oi! Vi o Senhor Deva Barbearia — 70 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Franca Fitness","academia","Franca, SP","(16) 99131-7422","https://instagram.com/fitness.franca?igshid=YmMyMTA2M2Y=","4.8","145","30","so_rede_social","não contatado","","Oi! Vi o Franca Fitness — 145 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Fim D´ Tarde","hamburgueria","Franca, SP","(16) 99286-9101","https://www.instagram.com/fimdtarde.lanches?igsh=ZnMzZGh4cXdrNnc2&utm_source=qr","4.8","55","30","so_rede_social","não contatado","","Oi! Vi o Fim D´ Tarde — 55 avaliações, nota 4.8, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Uncle Joe's","hamburgueria","balneario camburiu , itajai , itapema","","http://linktr.ee/unclejoesbc","4.7","1424","30","so_rede_social","não contatado","","Oi! Vi o Uncle Joe's — 1424 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Gango's Sanduíches","hamburgueria","balneario camburiu , itajai , itapema","(47) 99635-5154","https://www.instagram.com/gangossanduiches/","4.9","573","30","so_rede_social","não contatado","","Oi! Vi o Gango's Sanduíches — 573 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Games Of Kings","hamburgueria","balneario camburiu , itajai , itapema","(47) 99138-0151","https://instagram.com/gokbc.ok?igshid=NGExMmI2YTkyZg==","4.9","440","30","so_rede_social","não contatado","","Oi! Vi o Games Of Kings — 440 avaliações, nota 4.9, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbearia Tiagão D' Corte","barbearia","Franca, SP","(16) 99973-2984","https://www.facebook.com/profile.php?id=100051770941053","5","121","30","so_rede_social","não contatado","","Oi! Vi o Barbearia Tiagão D' Corte — 121 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"LG barbearia barba cabelo e bigode","barbearia","Franca, SP","(16) 99186-8288","https://www.instagram.com/lg_barbearia_cabelo_barba?igshid=YTQwZjQ0NmI0OA==","5","85","30","so_rede_social","não contatado","","Oi! Vi o LG barbearia barba cabelo e bigode — 85 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Barbarus Burger - Hamburgueria Medieval","hamburgueria","Franca, SP","(16) 3111-3130","http://instagram.com/barbarusburgerfranca","4.7","443","30","so_rede_social","não contatado","","Oi! Vi o Barbarus Burger - Hamburgueria Medieval — 443 avaliações, nota 4.7, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
"Bruno Ávila Corretor de Imóveis","corretoras","Franca, SP","(16) 99446-6446","http://bit.ly/2Q9YaAt","5","47","30","so_rede_social","não contatado","","Oi! Vi o Bruno Ávila Corretor de Imóveis — 47 avaliações, nota 5, mas o único link que aparece no Google é o Instagram. Um site próprio (mesmo simples) ajuda a converter muito mais quem já gostou do trabalho de vocês. Posso te mandar uma ideia rápida?"
